edad,clase_trabajadora,nivel_educativo,anos_educacion,estado_civil,ocupacion,relacion_familiar,raza,sexo,horas_semana,pais_origen,ingresos
48,Privada,Grado universitario,13,Soltero/a,Otros servicios,Cónyuge,Negro/a,Mujer,34,Estados Unidos,<=50K
35,Gobierno federal,Secundaria,9,Casado/a,Transporte,Hijo/a,Blanco/a,Hombre,61,Estados Unidos,<=50K
26,Autónomo inc.,Grado universitario,13,Soltero/a,Técnico especializado,Otro familiar,Blanco/a,Hombre,67,Estados Unidos,<=50K
42,Privada,Secundaria,9,Soltero/a,Técnico especializado,Soltero/a,Blanco/a,Hombre,47,Estados Unidos,<=50K
50,Privada,Bachillerato,13,Casado/a,Ventas,Soltero/a,Blanco/a,Hombre,31,Estados Unidos,<=50K
17,Gobierno local,Secundaria,9,Divorciado/a,Ejecutivo/Directivo,Soltero/a,Blanco/a,Hombre,51,Estados Unidos,<=50K
17,Privada,Grado universitario,13,Casado/a,Transporte,Sin familia,Blanco/a,Hombre,60,Estados Unidos,<=50K
39,Privada,Secundaria,9,Viudo/a,Administración,Soltero/a,Blanco/a,Hombre,59,Estados Unidos,<=50K
19,Privada,FP Medio,11,Soltero/a,Operador maquinaria,Cónyuge,Blanco/a,Hombre,35,Estados Unidos,<=50K
36,Privada,Secundaria,9,Casado/a,Construcción/Reparación,Sin familia,Blanco/a,Mujer,48,Estados Unidos,<=50K
36,Autónomo inc.,Algo de universidad,10,Casado/a,Otros servicios,Hijo/a,Negro/a,Hombre,34,Estados Unidos,<=50K
35,Gobierno autonómico,Secundaria,9,Viudo/a,Operador maquinaria,Cónyuge,Blanco/a,Hombre,58,Guatemala,<=50K
41,Privada,Bachillerato,13,Casado/a,Ejecutivo/Directivo,Otro familiar,Blanco/a,Mujer,33,Estados Unidos,<=50K
24,Privada,Bachillerato,13,Casado/a,Ventas,Cónyuge,Blanco/a,Hombre,30,Estados Unidos,<=50K
37,Privada,Bachillerato,13,Separado/a,Técnico especializado,Cónyuge,Blanco/a,Mujer,50,Estados Unidos,<=50K
32,Privada,Bachillerato,13,Casado/a,Agricultura,Cónyuge,Blanco/a,Hombre,43,Estados Unidos,>50K
35,Gobierno federal,Bachillerato,13,Divorciado/a,Operador maquinaria,Soltero/a,Negro/a,Hombre,42,Estados Unidos,>50K
29,Privada,Secundaria,9,Casado/a,Ventas,Cónyuge,Blanco/a,Mujer,29,Estados Unidos,<=50K
56,Autónomo no inc.,Secundaria,9,Casado/a,Ventas,Cónyuge,Blanco/a,Hombre,40,Estados Unidos,<=50K
36,Privada,Algo de universidad,10,Casado/a,Seguridad,Cónyuge,Blanco/a,Hombre,44,Estados Unidos,<=50K
55,Privada,Secundaria,9,Casado/a,Ejecutivo/Directivo,Soltero/a,Negro/a,Mujer,33,Estados Unidos,<=50K
21,Privada,Algo de universidad,10,Casado/a,Ventas,Otro familiar,Blanco/a,Hombre,26,Estados Unidos,<=50K
27,Privada,Secundaria,9,Soltero/a,Construcción/Reparación,Otro familiar,Blanco/a,Hombre,27,Estados Unidos,<=50K
33,Privada,Bachillerato,13,Soltero/a,Construcción/Reparación,Cónyuge,Blanco/a,Mujer,49,Estados Unidos,<=50K
31,Gobierno local,Bachillerato,13,Divorciado/a,Técnico especializado,Cónyuge,Negro/a,Hombre,36,Estados Unidos,<=50K
46,Privada,FP Superior,12,Divorciado/a,Ventas,Cónyuge,Blanco/a,Mujer,30,México,<=50K
55,Privada,Máster,14,Soltero/a,Ventas,Esposo/a,Blanco/a,Hombre,32,Estados Unidos,>50K
47,Gobierno local,Secundaria,9,Casado/a,Servicios domésticos,Hijo/a,Blanco/a,Hombre,30,Estados Unidos,<=50K
57,Autónomo inc.,Algo de universidad,10,Casado/a,Transporte,Cónyuge,Blanco/a,Mujer,44,Alemania,<=50K
48,Gobierno federal,Secundaria,9,Casado/a,Construcción/Reparación,Sin familia,Blanco/a,Hombre,47,Estados Unidos,<=50K
23,Autónomo no inc.,Secundaria,9,Casado/a,Construcción/Reparación,Sin familia,Blanco/a,Hombre,45,Estados Unidos,<=50K
26,Gobierno local,Secundaria,9,Soltero/a,Ejecutivo/Directivo,Hijo/a,Blanco/a,Mujer,8,Estados Unidos,<=50K
47,Gobierno federal,Secundaria,9,Casado/a,Otros servicios,Sin familia,Blanco/a,Hombre,25,Estados Unidos,<=50K
17,Privada,Bachillerato,13,Soltero/a,Técnico especializado,Cónyuge,Blanco/a,Mujer,50,Estados Unidos,<=50K
53,Privada,FP Superior,12,Casado/a,Operador maquinaria,Otro familiar,Blanco/a,Hombre,38,Estados Unidos,<=50K
42,Privada,Algo de universidad,10,Casado/a,Técnico especializado,Cónyuge,Blanco/a,Hombre,62,Estados Unidos,<=50K
45,Autónomo no inc.,FP Medio,11,Divorciado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,38,Estados Unidos,<=50K
70,Privada,Algo de universidad,10,Casado/a,Ventas,Soltero/a,Blanco/a,Hombre,55,México,<=50K
21,Privada,Secundaria,9,Soltero/a,Administración,Hijo/a,Blanco/a,Mujer,44,Estados Unidos,<=50K
31,Privada,Secundaria,9,Soltero/a,Administración,Cónyuge,Blanco/a,Hombre,46,Estados Unidos,<=50K
38,Privada,Grado universitario,13,Casado/a,Administración,Cónyuge,Negro/a,Mujer,49,Estados Unidos,<=50K
36,Privada,Máster,14,Divorciado/a,Ventas,Cónyuge,Blanco/a,Hombre,60,Estados Unidos,>50K
28,Privada,Grado universitario,13,Casado/a,Ventas,Cónyuge,Blanco/a,Hombre,32,Estados Unidos,>50K
53,Privada,Secundaria,9,Casado/a,Administración,Sin familia,Blanco/a,Mujer,37,Estados Unidos,>50K
34,Privada,Grado universitario,13,Separado/a,Servicios domésticos,Esposo/a,Blanco/a,Hombre,30,Estados Unidos,>50K
28,Privada,Grado universitario,13,Casado/a,Construcción/Reparación,Soltero/a,Blanco/a,Hombre,65,Estados Unidos,<=50K
50,Privada,Algo de universidad,10,Soltero/a,Ventas,Hijo/a,Blanco/a,Mujer,66,Estados Unidos,<=50K
55,Privada,Secundaria,9,Separado/a,Ventas,Cónyuge,Blanco/a,Mujer,20,Estados Unidos,<=50K
42,Gobierno local,Secundaria,9,Casado/a,Construcción/Reparación,Cónyuge,Negro/a,Hombre,50,Estados Unidos,<=50K
26,Autónomo no inc.,Secundaria,9,Casado/a,Ventas,Cónyuge,Blanco/a,Mujer,33,Estados Unidos,<=50K
34,Autónomo no inc.,Secundaria,9,Divorciado/a,Técnico especializado,Cónyuge,Blanco/a,Hombre,35,Estados Unidos,<=50K
39,Gobierno local,Secundaria,9,Soltero/a,Técnico especializado,Soltero/a,Blanco/a,Mujer,29,Alemania,<=50K
45,Privada,Algo de universidad,10,Soltero/a,Operador maquinaria,Soltero/a,Blanco/a,Mujer,37,Estados Unidos,<=50K
35,Privada,Algo de universidad,10,Viudo/a,Otros servicios,Sin familia,Asiático/a,Mujer,32,Estados Unidos,<=50K
51,Privada,Máster,14,Casado/a,Construcción/Reparación,Sin familia,Blanco/a,Mujer,37,Estados Unidos,>50K
27,Privada,Algo de universidad,10,Divorciado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,48,Estados Unidos,>50K
59,Privada,Grado universitario,13,Casado/a,Administración,Cónyuge,Blanco/a,Hombre,52,Estados Unidos,>50K
40,Privada,Secundaria,9,Soltero/a,Otros servicios,Sin familia,Blanco/a,Hombre,39,Estados Unidos,<=50K
17,Gobierno autonómico,Grado universitario,13,Casado/a,Transporte,Hijo/a,Blanco/a,Hombre,33,Estados Unidos,>50K
34,Autónomo inc.,Secundaria,9,Casado/a,Servicios domésticos,Hijo/a,Blanco/a,Hombre,43,Estados Unidos,<=50K
25,Privada,Algo de universidad,10,Soltero/a,Administración,Cónyuge,Blanco/a,Mujer,32,Estados Unidos,<=50K
20,Gobierno local,Secundaria,9,Soltero/a,Servicios domésticos,Cónyuge,Blanco/a,Mujer,39,Estados Unidos,<=50K
36,Privada,Secundaria,9,Casado/a,Operador maquinaria,Cónyuge,Blanco/a,Hombre,26,Estados Unidos,<=50K
17,Privada,FP Superior,12,Soltero/a,Construcción/Reparación,Sin familia,Negro/a,Hombre,71,El Salvador,>50K
17,Gobierno autonómico,Bachillerato,13,Divorciado/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,35,Portugal,<=50K
27,Privada,Secundaria,9,Divorciado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,41,Estados Unidos,<=50K
35,Privada,FP Medio,11,Casado/a,Operador maquinaria,Soltero/a,Blanco/a,Mujer,45,Estados Unidos,>50K
33,Privada,Secundaria,9,Soltero/a,Otros servicios,Soltero/a,Blanco/a,Mujer,40,Estados Unidos,<=50K
22,Gobierno autonómico,FP Superior,12,Divorciado/a,Ventas,Cónyuge,Blanco/a,Hombre,35,Estados Unidos,>50K
54,Privada,Secundaria,9,Casado/a,Administración,Sin familia,Blanco/a,Hombre,32,Estados Unidos,<=50K
51,Privada,Algo de universidad,10,Divorciado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,33,Estados Unidos,>50K
38,Gobierno federal,Bachillerato,13,Divorciado/a,Transporte,Sin familia,Blanco/a,Hombre,45,Estados Unidos,<=50K
17,Gobierno local,Algo de universidad,10,Separado/a,Seguridad,Cónyuge,Blanco/a,Hombre,29,Estados Unidos,<=50K
17,Privada,Grado universitario,13,Casado/a,Otros servicios,Cónyuge,Blanco/a,Mujer,32,Estados Unidos,>50K
36,Privada,Algo de universidad,10,Casado/a,Servicios domésticos,Hijo/a,Blanco/a,Hombre,16,Estados Unidos,<=50K
48,Privada,Secundaria,9,Casado/a,Otros servicios,Cónyuge,Blanco/a,Mujer,26,Estados Unidos,<=50K
36,Privada,Bachillerato,13,Separado/a,Técnico especializado,Cónyuge,Blanco/a,Hombre,54,Estados Unidos,<=50K
33,Privada,Algo de universidad,10,Casado/a,Otros servicios,Cónyuge,Blanco/a,Hombre,31,Estados Unidos,<=50K
23,Privada,Grado universitario,13,Soltero/a,Transporte,Cónyuge,Blanco/a,Mujer,29,Estados Unidos,>50K
17,Privada,Grado universitario,13,Casado/a,Operador maquinaria,Cónyuge,Blanco/a,Hombre,29,Estados Unidos,>50K
52,Gobierno local,Bachillerato,13,Soltero/a,Ventas,Cónyuge,Blanco/a,Mujer,59,Estados Unidos,>50K
40,Privada,Secundaria,9,Casado/a,Ejecutivo/Directivo,Hijo/a,Blanco/a,Hombre,51,Estados Unidos,<=50K
23,Privada,Bachillerato,13,Soltero/a,Transporte,Sin familia,Blanco/a,Hombre,29,Estados Unidos,<=50K
32,Privada,Grado universitario,13,Divorciado/a,Otros servicios,Hijo/a,Blanco/a,Mujer,43,Estados Unidos,>50K
36,Privada,Secundaria,9,Casado/a,Otros servicios,Sin familia,Blanco/a,Hombre,30,Estados Unidos,<=50K
39,Privada,Bachillerato,13,Soltero/a,Transporte,Otro familiar,Blanco/a,Hombre,52,Estados Unidos,<=50K
32,Privada,Máster,14,Soltero/a,Transporte,Sin familia,Blanco/a,Hombre,32,Estados Unidos,>50K
19,Sin empleo remunerado,Algo de universidad,10,Casado/a,Seguridad,Cónyuge,Blanco/a,Hombre,54,Estados Unidos,<=50K
55,Privada,Secundaria,9,Viudo/a,Agricultura,Hijo/a,Blanco/a,Mujer,55,Estados Unidos,<=50K
33,Privada,Secundaria,9,Divorciado/a,Seguridad,Sin familia,Blanco/a,Mujer,62,Estados Unidos,<=50K
37,Privada,Algo de universidad,10,Soltero/a,Otros servicios,Sin familia,Blanco/a,Hombre,42,Estados Unidos,>50K
33,Privada,FP Superior,12,Soltero/a,Administración,Hijo/a,Blanco/a,Hombre,41,Estados Unidos,>50K
31,Gobierno federal,FP Superior,12,Casado/a,Ventas,Cónyuge,Blanco/a,Mujer,21,México,>50K
35,Privada,Secundaria,9,Casado/a,Operador maquinaria,Sin familia,Blanco/a,Mujer,54,Estados Unidos,<=50K
39,Gobierno federal,Bachillerato,13,Casado/a,Ventas,Otro familiar,Blanco/a,Hombre,32,Estados Unidos,<=50K
47,Privada,Grado universitario,13,Soltero/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,56,Estados Unidos,>50K
23,Privada,Grado universitario,13,Divorciado/a,Ventas,Sin familia,Blanco/a,Mujer,45,Estados Unidos,<=50K
46,Privada,Secundaria,9,Casado/a,Seguridad,Cónyuge,Blanco/a,Hombre,45,Estados Unidos,<=50K
31,Privada,FP Medio,11,Casado/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Mujer,32,México,<=50K
21,Privada,Secundaria,9,Divorciado/a,Operador maquinaria,Cónyuge,Blanco/a,Hombre,48,Estados Unidos,<=50K
24,Privada,Secundaria,9,Casado/a,Agricultura,Cónyuge,Negro/a,Mujer,27,Estados Unidos,<=50K
37,Gobierno local,Secundaria,9,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,45,Estados Unidos,<=50K
55,Privada,Bachillerato,13,Soltero/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,35,México,<=50K
55,Privada,Secundaria,9,Soltero/a,Ventas,Cónyuge,Blanco/a,Mujer,24,Estados Unidos,<=50K
53,Sin empleo remunerado,Algo de universidad,10,Soltero/a,Otros servicios,Soltero/a,Indígena americano/a,Mujer,43,Estados Unidos,<=50K
35,Autónomo no inc.,FP Medio,11,Casado/a,Otros servicios,Hijo/a,Blanco/a,Hombre,41,Estados Unidos,>50K
39,Autónomo no inc.,Algo de universidad,10,Casado/a,Ejecutivo/Directivo,Esposo/a,Blanco/a,Mujer,38,Estados Unidos,<=50K
56,Privada,Grado universitario,13,Casado/a,Otros servicios,Cónyuge,Blanco/a,Hombre,22,Estados Unidos,<=50K
34,Autónomo inc.,Primaria incompleta,2,Casado/a,Ejecutivo/Directivo,Sin familia,Asiático/a,Hombre,45,México,<=50K
32,Gobierno autonómico,Máster,14,Casado/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,43,Estados Unidos,>50K
34,Gobierno autonómico,Secundaria,9,Casado/a,Ejecutivo/Directivo,Soltero/a,Blanco/a,Hombre,32,Estados Unidos,<=50K
47,Privada,Grado universitario,13,Casado/a,Otros servicios,Sin familia,Blanco/a,Hombre,41,Estados Unidos,>50K
35,Privada,Primaria incompleta,2,Divorciado/a,Transporte,Hijo/a,Blanco/a,Hombre,32,Estados Unidos,<=50K
60,Privada,Secundaria,9,Casado/a,Técnico especializado,Cónyuge,Negro/a,Mujer,22,Estados Unidos,<=50K
26,Privada,Algo de universidad,10,Separado/a,Transporte,Esposo/a,Blanco/a,Hombre,53,Estados Unidos,<=50K
22,Privada,Bachillerato,13,Casado/a,Otros servicios,Hijo/a,Blanco/a,Hombre,67,Estados Unidos,<=50K
20,Privada,Secundaria,9,Soltero/a,Administración,Cónyuge,Negro/a,Mujer,44,Estados Unidos,<=50K
19,Privada,Algo de universidad,10,Viudo/a,Administración,Hijo/a,Blanco/a,Hombre,39,México,<=50K
60,Privada,Secundaria,9,Casado/a,Administración,Cónyuge,Negro/a,Mujer,35,Estados Unidos,<=50K
66,Privada,Bachillerato,13,Casado/a,Técnico especializado,Sin familia,Blanco/a,Mujer,46,Estados Unidos,<=50K
33,Gobierno local,Grado universitario,13,Casado/a,Ventas,Cónyuge,Indígena americano/a,Hombre,26,Estados Unidos,<=50K
25,Gobierno autonómico,Algo de universidad,10,Soltero/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Hombre,42,Estados Unidos,<=50K
22,Gobierno autonómico,Secundaria,9,Soltero/a,Otros servicios,Cónyuge,Blanco/a,Hombre,30,Estados Unidos,<=50K
21,Privada,Secundaria,9,Soltero/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,25,Estados Unidos,<=50K
18,Privada,Grado universitario,13,Soltero/a,Construcción/Reparación,Soltero/a,Blanco/a,Hombre,51,Estados Unidos,>50K
44,Privada,Grado universitario,13,Soltero/a,Construcción/Reparación,Soltero/a,Blanco/a,Hombre,46,Estados Unidos,>50K
62,Privada,Máster,14,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,51,Filipinas,>50K
17,Privada,Bachillerato,13,Soltero/a,Administración,Sin familia,Blanco/a,Hombre,65,Estados Unidos,<=50K
39,Privada,Algo de universidad,10,Separado/a,Ventas,Cónyuge,Blanco/a,Hombre,38,Estados Unidos,<=50K
17,Autónomo no inc.,Bachillerato,13,Divorciado/a,Ventas,Cónyuge,Blanco/a,Mujer,41,Estados Unidos,<=50K
45,Privada,Grado universitario,13,Casado/a,Ventas,Cónyuge,Blanco/a,Mujer,35,Estados Unidos,<=50K
48,Gobierno local,Bachillerato,13,Soltero/a,Ventas,Cónyuge,Blanco/a,Hombre,28,Estados Unidos,<=50K
32,Privada,Grado universitario,13,Separado/a,Administración,Soltero/a,Blanco/a,Mujer,43,Estados Unidos,<=50K
17,Privada,Grado universitario,13,Soltero/a,Administración,Cónyuge,Blanco/a,Mujer,30,Estados Unidos,<=50K
37,Privada,Bachillerato,13,Casado/a,Seguridad,Cónyuge,Blanco/a,Hombre,57,Estados Unidos,<=50K
37,Privada,Secundaria,9,Casado/a,Administración,Soltero/a,Blanco/a,Hombre,38,Estados Unidos,<=50K
58,Privada,Grado universitario,13,Casado/a,Administración,Sin familia,Blanco/a,Hombre,36,Estados Unidos,>50K
33,Gobierno local,Algo de universidad,10,Soltero/a,Construcción/Reparación,Esposo/a,Blanco/a,Hombre,44,Estados Unidos,<=50K
46,Privada,Algo de universidad,10,Soltero/a,Otros servicios,Soltero/a,Blanco/a,Hombre,37,Estados Unidos,<=50K
38,Privada,Bachillerato,13,Casado/a,Construcción/Reparación,Sin familia,Blanco/a,Hombre,57,Estados Unidos,<=50K
35,Gobierno local,Secundaria,9,Soltero/a,Administración,Cónyuge,Blanco/a,Hombre,29,Estados Unidos,<=50K
38,Privada,Secundaria,9,Separado/a,Ventas,Hijo/a,Blanco/a,Mujer,24,Estados Unidos,<=50K
29,Gobierno federal,Bachillerato,13,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,44,Estados Unidos,<=50K
31,Gobierno federal,Secundaria,9,Divorciado/a,Ventas,Cónyuge,Blanco/a,Hombre,41,Estados Unidos,<=50K
33,Gobierno autonómico,Bachillerato,13,Soltero/a,Operador maquinaria,Cónyuge,Blanco/a,Hombre,37,Estados Unidos,<=50K
53,Gobierno local,Grado universitario,13,Casado/a,Ejecutivo/Directivo,Otro familiar,Blanco/a,Mujer,47,Estados Unidos,>50K
47,Privada,Bachillerato,13,Separado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Mujer,37,Estados Unidos,<=50K
34,Privada,Grado universitario,13,Soltero/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,28,Estados Unidos,>50K
26,Privada,Bachillerato,13,Soltero/a,Técnico especializado,Soltero/a,Blanco/a,Mujer,47,Estados Unidos,<=50K
39,Privada,Secundaria,9,Soltero/a,Otros servicios,Sin familia,Negro/a,Hombre,50,Estados Unidos,<=50K
39,Autónomo no inc.,Grado universitario,13,Soltero/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Mujer,29,Estados Unidos,<=50K
31,Privada,Secundaria,9,Divorciado/a,Ventas,Sin familia,Blanco/a,Hombre,27,Estados Unidos,>50K
35,Gobierno autonómico,Grado universitario,13,Divorciado/a,Servicios domésticos,Cónyuge,Blanco/a,Hombre,42,Estados Unidos,<=50K
66,Privada,Algo de universidad,10,Casado/a,Transporte,Cónyuge,Blanco/a,Hombre,54,Estados Unidos,<=50K
26,Privada,FP Superior,12,Casado/a,Servicios domésticos,Hijo/a,Blanco/a,Mujer,48,Estados Unidos,>50K
48,Gobierno local,Algo de universidad,10,Casado/a,Otros servicios,Cónyuge,Blanco/a,Mujer,35,Estados Unidos,<=50K
30,Privada,Secundaria,9,Casado/a,Ventas,Sin familia,Blanco/a,Hombre,55,Estados Unidos,<=50K
25,Gobierno local,Grado universitario,13,Divorciado/a,Otros servicios,Cónyuge,Blanco/a,Mujer,28,Estados Unidos,<=50K
29,Privada,Máster,14,Casado/a,Administración,Cónyuge,Blanco/a,Hombre,37,Estados Unidos,>50K
17,Autónomo no inc.,Algo de universidad,10,Casado/a,Administración,Cónyuge,Blanco/a,Hombre,40,Estados Unidos,<=50K
33,Privada,Algo de universidad,10,Viudo/a,Ventas,Sin familia,Blanco/a,Hombre,54,Estados Unidos,>50K
48,Gobierno autonómico,Secundaria,9,Casado/a,Seguridad,Sin familia,Blanco/a,Hombre,41,Estados Unidos,<=50K
17,Privada,Algo de universidad,10,Casado/a,Administración,Otro familiar,Blanco/a,Hombre,19,Estados Unidos,<=50K
41,Privada,Bachillerato,13,Casado/a,Administración,Sin familia,Blanco/a,Mujer,50,Estados Unidos,<=50K
27,Privada,Grado universitario,13,Soltero/a,Fuerzas armadas,Cónyuge,Blanco/a,Hombre,41,Estados Unidos,<=50K
43,Gobierno local,Algo de universidad,10,Soltero/a,Técnico especializado,Esposo/a,Blanco/a,Hombre,49,Estados Unidos,<=50K
50,Privada,Algo de universidad,10,Casado/a,Construcción/Reparación,Esposo/a,Blanco/a,Hombre,35,Estados Unidos,<=50K
28,Privada,Secundaria,9,Casado/a,Seguridad,Sin familia,Blanco/a,Mujer,39,Estados Unidos,<=50K
58,Privada,Secundaria,9,Casado/a,Técnico especializado,Hijo/a,Blanco/a,Mujer,41,Estados Unidos,<=50K
39,Privada,Máster,14,Divorciado/a,Técnico especializado,Hijo/a,Blanco/a,Mujer,34,Haití,<=50K
46,Privada,Secundaria,9,Casado/a,Técnico especializado,Cónyuge,Blanco/a,Hombre,36,Estados Unidos,<=50K
48,Privada,Secundaria,9,Casado/a,Seguridad,Sin familia,Blanco/a,Mujer,32,Estados Unidos,<=50K
38,Privada,Secundaria,9,Casado/a,Ventas,Hijo/a,Blanco/a,Hombre,49,Estados Unidos,<=50K
46,Privada,Secundaria,9,Soltero/a,Ventas,Cónyuge,Blanco/a,Hombre,39,Estados Unidos,<=50K
33,Privada,Algo de universidad,10,Soltero/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Mujer,28,Estados Unidos,<=50K
45,Gobierno local,FP Superior,12,Soltero/a,Técnico especializado,Sin familia,Blanco/a,Hombre,48,Estados Unidos,<=50K
45,Autónomo no inc.,Doctorado,16,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,34,Estados Unidos,>50K
32,Gobierno federal,Secundaria,9,Soltero/a,Agricultura,Cónyuge,Blanco/a,Hombre,52,Estados Unidos,<=50K
36,Privada,Algo de universidad,10,Soltero/a,Servicios domésticos,Cónyuge,Blanco/a,Hombre,51,Estados Unidos,<=50K
22,Privada,Algo de universidad,10,Divorciado/a,Ventas,Cónyuge,Blanco/a,Hombre,40,Estados Unidos,<=50K
25,Privada,Bachillerato,13,Casado/a,Otros servicios,Sin familia,Blanco/a,Hombre,33,Estados Unidos,<=50K
43,Privada,Algo de universidad,10,Divorciado/a,Agricultura,Soltero/a,Blanco/a,Hombre,42,Estados Unidos,<=50K
27,Privada,Algo de universidad,10,Soltero/a,Administración,Cónyuge,Blanco/a,Hombre,10,Estados Unidos,<=50K
30,Privada,FP Medio,11,Divorciado/a,Ventas,Sin familia,Blanco/a,Mujer,35,Estados Unidos,<=50K
47,Privada,FP Superior,12,Soltero/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,40,Estados Unidos,>50K
38,Autónomo no inc.,Bachillerato,13,Casado/a,Administración,Hijo/a,Blanco/a,Hombre,12,Estados Unidos,>50K
44,Privada,Secundaria,9,Casado/a,Otros servicios,Hijo/a,Blanco/a,Mujer,62,Estados Unidos,<=50K
27,Privada,Grado universitario,13,Soltero/a,Administración,Esposo/a,Blanco/a,Mujer,42,Estados Unidos,<=50K
42,Gobierno federal,Bachillerato,13,Soltero/a,Construcción/Reparación,Cónyuge,Blanco/a,Mujer,47,Estados Unidos,>50K
27,Privada,Secundaria,9,Casado/a,Construcción/Reparación,Sin familia,Negro/a,Hombre,35,Estados Unidos,<=50K
29,Privada,Algo de universidad,10,Soltero/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,45,Estados Unidos,<=50K
42,Privada,Secundaria,9,Casado/a,Transporte,Cónyuge,Blanco/a,Hombre,20,Estados Unidos,<=50K
45,Privada,Grado universitario,13,Casado/a,Otros servicios,Sin familia,Blanco/a,Hombre,15,Estados Unidos,<=50K
52,Privada,Secundaria,9,Soltero/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,33,Estados Unidos,<=50K
64,Gobierno local,Bachillerato,13,Casado/a,Otros servicios,Otro familiar,Negro/a,Mujer,46,Estados Unidos,<=50K
18,Privada,Grado universitario,13,Casado/a,Transporte,Hijo/a,Blanco/a,Hombre,35,Estados Unidos,>50K
35,Privada,Máster,14,Casado/a,Ejecutivo/Directivo,Sin familia,Negro/a,Hombre,56,Estados Unidos,>50K
40,Gobierno federal,Secundaria,9,Viudo/a,Otros servicios,Cónyuge,Indígena americano/a,Hombre,28,Estados Unidos,<=50K
17,Privada,Bachillerato,13,Casado/a,Transporte,Sin familia,Otro,Hombre,46,Estados Unidos,>50K
34,Privada,Grado universitario,13,Soltero/a,Servicios domésticos,Cónyuge,Negro/a,Hombre,36,Estados Unidos,>50K
42,Privada,Secundaria,9,Casado/a,Otros servicios,Hijo/a,Indígena americano/a,Hombre,50,Estados Unidos,<=50K
46,Privada,Grado universitario,13,Soltero/a,Seguridad,Sin familia,Blanco/a,Hombre,1,Estados Unidos,>50K
27,Privada,Secundaria,9,Casado/a,Servicios domésticos,Cónyuge,Blanco/a,Mujer,20,Estados Unidos,<=50K
34,Privada,Secundaria,9,Soltero/a,Otros servicios,Hijo/a,Blanco/a,Hombre,36,Estados Unidos,<=50K
36,Privada,Algo de universidad,10,Separado/a,Transporte,Sin familia,Blanco/a,Mujer,57,Estados Unidos,<=50K
31,Privada,Secundaria,9,Casado/a,Seguridad,Cónyuge,Blanco/a,Mujer,46,México,<=50K
32,Privada,Algo de universidad,10,Separado/a,Agricultura,Cónyuge,Blanco/a,Mujer,27,Estados Unidos,<=50K
33,Privada,Secundaria,9,Casado/a,Ejecutivo/Directivo,Soltero/a,Negro/a,Mujer,24,Estados Unidos,<=50K
52,Privada,FP Medio,11,Soltero/a,Técnico especializado,Esposo/a,Asiático/a,Hombre,22,Estados Unidos,<=50K
26,Privada,Secundaria,9,Separado/a,Administración,Cónyuge,Blanco/a,Hombre,21,Estados Unidos,<=50K
20,Privada,Grado universitario,13,Casado/a,Operador maquinaria,Cónyuge,Blanco/a,Mujer,36,Estados Unidos,<=50K
25,Privada,Secundaria,9,Soltero/a,Seguridad,Cónyuge,Blanco/a,Mujer,35,Estados Unidos,<=50K
19,Privada,Bachillerato,13,Soltero/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Mujer,34,Estados Unidos,>50K
17,Gobierno autonómico,Algo de universidad,10,Casado/a,Construcción/Reparación,Cónyuge,Blanco/a,Mujer,33,México,<=50K
46,Privada,Algo de universidad,10,Divorciado/a,Ventas,Cónyuge,Blanco/a,Hombre,38,Estados Unidos,<=50K
19,Privada,Secundaria,9,Casado/a,Seguridad,Hijo/a,Blanco/a,Mujer,53,Estados Unidos,<=50K
50,Gobierno local,Secundaria,9,Casado/a,Ventas,Sin familia,Blanco/a,Hombre,33,Estados Unidos,<=50K
17,Privada,Grado universitario,13,Casado/a,Ventas,Sin familia,Blanco/a,Mujer,24,India,<=50K
44,Privada,Algo de universidad,10,Casado/a,Transporte,Cónyuge,Blanco/a,Hombre,38,Estados Unidos,<=50K
29,Privada,Secundaria,9,Casado/a,Operador maquinaria,Otro familiar,Blanco/a,Hombre,41,Estados Unidos,<=50K
